Date,SiteCode,samplenumber,PrecipSampVol_mL,precipamount_cm,HgConcentration_ng_L,Hg_deposition_ug_m2
4/1/03,LCH,129,41,0.21465,13.44,0.0288
4/5/03,LCH,130,81,0.42408,45.71,0.1938
4/15/03,LCH,132,28,0.14659,7,0
4/22/03,LCH,134,363,1.90052,8.19,0.1556
4/23/03,LCH,135,180,0.9424,4.388,0.0413
4/27/03,LCH,136,573,3,2.261,0.0678
5/1/03,LCH,137,79,0.41361,40.97,0.1694
5/1/03,LCH,138,451,2.36125,6.861,0.162
5/8/03,LCH,139,49,0.25654,20.86,0.0535
5/12/03,LCH,140,583,3.05235,5.998,0.1831
5/21/03,LCH,141,144,0.75392,16.42,0.1238
5/22/03,LCH,142,331,1.73298,7.672,0.1329
5/31/03,LCH,143,392,2.05235,6.19,0.127
6/5/03,LCH,144,111,0.58115,12.88,0.0748
6/9/03,LCH,145,160,0.83769,11.64,0.0975
6/11/03,LCH,146,200,1.04712,13.11,0.1372
6/13/03,LCH,147,854,4.4712,5.05,0.2258
6/14/03,LCH,148,164,0.85863,9.289,0.0797
6/19/03,LCH,149,140,0.73298,11.84,0.0867
6/25/03,LCH,150,200,1.04712,15.43,0.1615
6/29/03,LCH,151,275,1.43979,17.15,0.2469
6/30/03,LCH,152,38,0.19895,17.28,0.0343
7/7/03,LCH,153,103,0.53926,11.87,0.064
7/11/03,LCH,154,365,1.91099,11.65,0.2227
7/12/03,LCH,155,189,0.98952,12.42,0.1228
7/16/03,LCH,156,92,0.48167,37.63,0.1812
7/21/03,LCH,157,417,2.18324,10.58,0.2309
7/23/03,LCH,158,749,3.92146,7.607,0.2983
7/24/03,LCH,159,298,1.5602,5.463,0.0852
7/27/03,LCH,160,294,1.53926,14.61,0.2248
8/4/03,LCH,163,877,4.59162,14.5,0.6657
8/6/03,LCH,164,42,0.21989,24.58,0.054
8/9/03,LCH,165,574,3.00523,7.99,0.2401
8/10/03,LCH,166,176,0.92146,10.29,0.0948
8/12/03,LCH,167,119,0.62303,13.67,0.0851
8/25/03,LCH,168,22,0.11518,7.12,0.0082
8/29/03,LCH,169,338,1.76963,12.34,0.2183
9/3/03,LCH,170,105,0.54973,5.6,0.0307
9/16/03,LCH,171,44,0.23036,15.06,0.0346
9/19/03,LCH,172,178,0.93193,5.505,0.0513
9/23/03,LCH,173,823,4.3089,6.89,0.2968
9/27/03,LCH,174,877,4.59162,5.84,0.2681
9/29/03,LCH,175,122,0.63874,7.03,0.0449
10/2/03,LCH,176,101,0.52879,8.58,0.0453
10/4/03,LCH,177,346,1.81151,3.77,0.0682
10/15/03,LCH,178,997,5.21989,3.764,0.1964
10/16/03,LCH,179,143,0.74869,7.11,0.0532
10/20/03,LCH,180,967,5.06282,35.33,1.789
10/21/03,LCH,181,59,0.3089,4.217,0.013
10/23/03,LCH,182,50,0.26178,5.348,0.014
10/26/03,LCH,183,743,3.89005,3.83,0.149
10/27/03,LCH,184,636,3.32984,3.383,0.1126
10/29/03,LCH,186,231,1.20942,3.688,0.0446
10/29/03,LCH,185,773,4.04712,0.871,0.0352
11/2/03,LCH,187,91,0.47643,7.666,0.0365
11/3/03,LCH,188,156,0.81675,18.13,0.1481
11/5/03,LCH,189,30,0.15706,35.13,0.0551
11/11/03,LCH,190,48,0.2513,11.24,0.0282
11/13/03,LCH,191,428,2.24083,6.296,0.141
11/19/03,LCH,192,881,4.61256,3.415,0.1575
11/20/03,LCH,193,33,0.17277,20.79,0.0359
11/24/03,LCH,194,149,0.7801,12.77,0.0996
11/28/03,LCH,195,406,2.12565,3.389,0.072
11/30/03,LCH,196,39,0.20418,10.95,0.0223
12/2/03,LCH,197,26,0.13612,11.73,0.0159
12/4/03,LCH,198,24,0.12565,7.315,0.0091
12/6/03,LCH,199,268,1.40314,1.354,0.0189
12/11/03,LCH,200,468,2.45026,3.284,0.0804
12/14/03,LCH,201,512,2.68062,2.265,0.0607
12/17/03,LCH,202,669,3.50261,1.864,0.0652
12/24/03,LCH,203,543,2.84293,2.623,0.0745
12/25/03,LCH,204,336,1.75916,4.349,0.0765
12/30/03,LCH,205,169,0.88481,7.425,0.0657
